data1,data2
A971138,476431
A989090,494383
A934133,439427
A991459,496753
A972651,477946
A907996,413292
A927022,432318
A935731,441027
A941941,447237
A956981,462277
A965731,471027
A991528,496824
A993901,499197
A932729,438026
A953619,458916
A941564,446862
A917684,422983
A964669,469968
A984910,490209
A913124,418424
A925512,430812
A963013,468313
A991626,496926
A997282,502582
A909903,415204
A936598,441899
A942035,447336
A942544,447845
A944881,450182
A958115,463416
A968788,474089
A970856,476157
A994963,500264
A997805,503106
A908407,413709
A927103,432405
A936151,441453
A947601,452903
A948123,453425
A951483,456785
A968863,474165
A973301,478603
A975420,480722
A978493,483795
A994353,499655
A944444,449747
A909456,414760
A923171,428475
A924251,429555
A965960,471264
A925135,430440
A960054,465359
A904923,410229
A958124,463430
A989500,494806
A990175,495481
A993337,498643
A916417,421724
A944624,449931
A949707,455014
A959140,464447
A965122,470429
A969750,475057
A996523,501830
A915493,420801
A929680,434988
A939270,444578
A939525,444833
A947136,452444
A953725,459033
A960659,465967
A976783,482091
A993719,499027
A906890,412199
A959926,465235
A961181,466490
A997246,502555
A910506,415816
A971568,476878
A958137,463448
A972212,477523
A905881,411193
A929890,435202
A940504,445816
A961632,466944
A981220,486532
A918462,423775
A918751,424064
A960401,465714
A996341,501654
A907099,412413
A918054,423368
A963170,468484
A993018,498332
A942136,447451
A943511,448826
A945636,450951
A976768,482083
A982714,488029
A982843,488158
A985447,490762
A986785,492100
A907889,413205
A922253,427569
A929579,434895
A946052,451368
A962729,468045
A964982,470298
A905746,411063
A932534,437851
A917465,422783
A926623,431941
A981552,486870
A995287,500605
A905503,410822
A910763,416083
A932823,438143
A942903,448223
A996919,502239
A912696,418017
A915829,421150
A924387,429708
A934445,439766
A956952,462273
A981248,486569
A921491,426813
A937251,442573
A943170,448492
A977287,482609
A908975,414298
A932317,437640
A935560,440883
A957986,463309
A971936,477259
A994732,500055
A931795,437119
A942521,447845
A964056,469380
A970212,475536
A909095,414420
A912611,417936
A924525,429850
A951667,456992
A951790,457115
A965451,470776
A997313,502638
A929765,435091
A939004,444330
A941644,446970
A944599,449925
A977015,482341
A979657,484983
A990712,496038
A979968,485295
A983470,488797
A984112,489439
A914677,420005
A916588,421916
A918028,423356
A924594,429922
A928291,433619
A966668,471996
A976895,482223
A979400,484728
A979654,484982
A989354,494682
A912191,417520
A932970,438299
A963420,468749
A984387,489716
A963399,468729
A988194,493524
A934943,440274
A936365,441696
A947886,453217
A954853,460184
A957490,462821
A960649,465980
A975353,480684
A984663,489994
A923163,428495
A923460,428792
A943821,449153
A960208,465540
A980090,485422
A981909,487241
A907521,412854
A908048,413381
A939667,445000
A959029,464362
A971514,476847
A988057,493390
A919424,424758
A938100,443434
A944137,449471
A958930,464264
A962508,467842
A978562,483896
A917041,422376
A927695,433030
A927851,433186
A937711,443046
A941034,446369
A922308,427644
A926556,431892
A936110,441446
A949635,454971
A951085,456421
A955501,460837
A962293,467629
A962734,468070
A968964,474300
A975111,480447
A986326,491662
A988782,494118
A906794,412131
A916206,421543
A920930,426267
A959227,464564
A969058,474395
A932835,438173
A964209,469547
A977609,482947
A997918,503256
A906954,412293
A915737,421076
A979038,484377
A981668,487007
A957595,462935
A961482,466822
A967161,472501
A984463,489803
A906885,412226
A913168,418509
A929127,434468
A958307,463648
A989795,495136
A993293,498634
A926691,432033
A966183,471525
A966393,471735
A990215,495557
A992248,497591
A911723,417067
A966598,471942
A972896,478240
A983281,488625
A998917,504261
A916814,422159
A919120,424465
A931544,436889
A935516,440861
A996526,501871
A914041,419387
A915202,420548
A943311,448657
A956234,461580
A960135,465481
A980093,485439
A980447,485793
A989238,494585
A905214,410562
A932651,437999
A946117,451465
A950754,456102
A961372,466720
A976283,481631
A908808,414157
A954939,460288
A918868,424219
A926976,432327
A927230,432581
A958554,463905
A972959,478310
A976565,481916
A995745,501096
A928416,433768
A958761,464113
A983364,488716
A927336,432689
A940096,445449
A958436,463789
A964768,470121
A989185,494538
A989843,495196
A994992,500345
A996548,501901
A905645,410999
A911851,417205
A923518,428872
A944450,449804
A957239,462593
A920150,425505
A924768,430123
A926919,432274
A939515,444870
A958154,463509
A958866,464221
A967095,472450
A972458,477813
A984596,489951
A992437,497792
A995351,500706
A957917,463273
A966139,471495
A966411,471767
A970696,476052
A905385,410742
A907211,412568
A909915,415272
A959249,464606
A975802,481159
A983571,488928
A997202,502559
A911299,416657
A926795,432154
A961163,466522
A987582,492941
A998293,503652
A928057,433417
A954987,460347
A955701,461061
A990697,496057
A997891,503251
A906544,411905
A936796,442157
A961255,466616
A966335,471696
A978401,483762
A979668,485029
A988024,493385
A988757,494118
A989863,495224
A956565,461927
A979388,484750
A987660,493022
A934732,440095
A944902,450265
A961548,466911
A974406,479769
A997443,502806
A997822,503185
A905267,410631
A906085,411449
A921493,426857
A960492,465856
A961249,466613
A905750,411115
A905835,411200
A932059,437424
A938683,444048
A954724,460089
A975481,480846
A962522,467888
A982775,488141
A983993,489360
A942191,447559
A998953,504321
A907801,413170
A944272,449641
A958339,463708
A973023,478392
A973067,478436
A996246,501615
A915850,421220
A922985,428355
A935517,440887
A947647,453017
A952790,458160
A958526,463896
A965508,470878
A965586,470956
A992338,497708
A937630,443001
A909643,415015
A921830,427202
A927183,432555
A962104,467476
A979036,484408
A982119,487491
A990608,495980
A914194,419567
A921747,427120
A927674,433047
A932416,437789
A939696,445069
A945782,451155
A952820,458193
A965354,470727
A967354,472727
A973425,478798
A977943,483316
A984766,490139
A927288,432662
A941194,446568
A960758,466132
A972025,477399
A972861,478235
A920925,426300
A947915,453290
A954114,459489
A916718,422094
A938975,444351
A957110,462486
A960585,465961
A970804,476180
A973253,478629
A996584,501960
A906972,412349
A911516,416893
A916406,421783
A927725,433102
A931598,436975
A933734,439111
A941104,446481
A943340,448717
A972958,478335
A982468,487845
A923170,428548
A936723,442101
A975533,480911
A912231,417610
A918514,423893
A924182,429561
A932524,437903
A971688,477067
A966271,471651
A977488,482868
A994761,500141
A931173,436554
A943656,449037
A943780,449161
A991629,497010
A994323,499704
A916756,422138
A929598,434980
A959863,465245
A977105,482487
A915731,421114
A919873,425256
A984847,490230
A908022,413406
A926657,432041
A938981,444365
A989512,494896
A937375,442760
A967063,472448
A984128,489513
A908478,413864
A917075,422461
A939965,445351
A949921,455307
A963208,468594
A992290,497676
A992957,498343
A997747,503133
A937075,442462
A945355,450742
A925157,430545
A940316,445704
A966593,471981
A967852,473240
A970286,475674
A977879,483267
A981799,487187
A984004,489392
A909038,414427
A914757,420146
A923575,428964
A920934,426324
A923279,428669
A927615,433005
A934431,439821
A951167,456557
A909132,414523
A909300,414691
A930136,435527
A959898,465289
A941810,447202
A987954,493346
A909797,415190
A918268,423661
A925696,431089
A935862,441255
A957129,462522
A979006,484399
A995906,501299
A945786,451180
A952819,458213
A911592,416987
A913133,418528
A922438,427833
A944604,449999
A949106,454503
A963007,468404
A964785,470182
A974441,479838
A997736,503133
A911319,416717
A948115,453513
A973108,478506
A980950,486348
A984760,490158
A920586,425985
A930205,435604
A931014,436413
A974276,479675
A956660,462060
A956781,462181
A988315,493715
A998334,503734
A972436,477837
A977767,483168
A987126,492527
A988337,493738
A915042,420444
A934209,439611
A975851,481254
A978676,484079
A936717,442121
A944457,449861
A906005,411410
A910972,416377
A928582,433987
A958062,463467
A966228,471633
A997786,503191
A942358,447764
A949783,455189
A972801,478207
A987393,492799
A995420,500826
A979047,484454
A959908,465316
A974183,479591
A979801,485209
A908551,413960
A912473,417882
A914967,420376
A945520,450929
A966073,471482
A972735,478144
A915799,421209
A919500,424910
A925809,431219
A939143,444553
A950917,456327
A959081,464491
A906001,411412
A911845,417256
A915846,421257
A941405,446816
A949430,454841
A961910,467321
A966992,472403
A996792,502203
A932711,438123
A957200,462612
A929106,434519
A934866,440279
A952814,458227
A958653,464066
A964926,470339
A965744,471157
A972769,478182
A977493,482906
A994676,500089
A910526,415940
A913895,419309
A922247,427661
A934135,439549
A938000,443414
A943213,448627
A966190,471604
A972252,477666
A976342,481756
A988478,493892
A923223,428638
A930874,436289
A936207,441622
A941583,446998
A948583,453998
A980146,485561
A987834,493249
A992252,497667
A944244,449660
A985077,490493
A991695,497111
A992074,497490
A907779,413196
A944078,449495
A945423,450840
A992514,497931
A905152,410570
A968883,474301
A904704,410123
A919272,424691
A942519,447938
A961861,467280
A980555,485974
A912924,418344
A921157,426577
A925643,431063
A938982,444402
A959028,464448
A963349,468769
A985840,491260
A988579,493999
A989996,495416
A956384,461805
A971234,476655
A940789,446211
A968276,473698
A982515,487937
A919449,424872
A925613,431036
A948749,454172
A962212,467635
A905058,410482
A908185,413609
A913179,418603
A915426,420850
A921821,427245
A946706,452130
A967230,472654
A972754,478178
A998915,504339
A908213,413638
A920053,425478
A936797,442222
A978193,483618
A990113,495538
A911578,417004
A949170,454596
A959404,464830
A904881,410308
A910024,415451
A920181,425608
A926769,432196
A936886,442313
A942595,448022
A951509,456936
A976249,481676
A988131,493558
A921286,426714
A931856,437284
A936822,442250
A992038,497466
A906057,411486
A922300,427729
A935272,440701
A941925,447354
A965020,470449
A965530,470959
A973267,478696
A991324,496753
A908978,414408
A915088,420518
A923687,429117
A926041,431471
A935165,440595
A958454,463884
A973423,478853
A990076,495506
A904951,410382
A930149,435580
A938922,444353
A942844,448275
A957047,462478
A957501,462932
A978709,484140
A985533,490964
A905632,411064
A915457,420889
A948265,453697
A952583,458015
A956730,462162
A990021,495453
A938094,443527
A976665,482098
A978117,483550
A979302,484735
A982438,487871
A986138,491571
A996362,501795
A912393,417827
A931001,436435
A948809,454243
A925291,430726
A936681,442116
A968423,473858
A978108,483543
A987356,492791
A997556,502991
A910489,415925
A910996,416432
A912074,417510
A912726,418162
A924256,429692
A933646,439082
A959653,465089
A990483,495919
A928479,433916
A931489,436926
A942163,447601
A998259,503698
A966663,472103
A977928,483368
A906324,411765
A992090,497531
A916558,422000
A931382,436824
A936181,441623
A950537,455979
A960914,466356
A973064,478506
A976149,481591
A906522,411965
A909276,414719
A944613,450056
A952958,458401
A955331,460774
A963056,468499
A981778,487221
A919739,425183
A985595,491040
A907017,412463
A939241,444687
A976422,481868
A998271,503717
A911315,416762
A938704,444151
A983945,489392
A945519,450967
A908640,414089
A912576,418025
A945773,451222
A977705,483154
A994340,499789
A908065,413515
A938287,443737
A935037,440488
A967631,473082
A983022,488473
A987043,492494
A930370,435822
A935488,440940
A945120,450572
A987388,492840
A932023,437476
A951967,457420
A964038,469491
A971235,476688
A980315,485768
A986229,491682
A988894,494347
A998788,504241
A968383,473837
A983006,488460
A906113,411568
A906640,412095
A920297,425752
A921601,427056
A923409,428864
A934089,439544
A938124,443579
A942691,448146
A946978,452433
A983256,488711
A991532,496987
A918111,423567
A955054,460510
A998510,503966
A912420,417877
A920890,426347
A966815,472272
A977495,482952
A984956,490413
A989281,494738
A905545,411003
A910201,415659
A921807,427265
A932676,438134
A936199,441657
A956595,462053
A963987,469445
A995526,500984
A921745,427204
A925213,430672
A933661,439120
A935484,440943
A945024,450483
A919741,425201
A930054,435514
A939369,444829
A967650,473110
A920503,425964
A922990,428451
A983179,488640
A906882,412344
A912287,417749
A933690,439152
A934771,440233
A937382,442844
A960694,466156
A988700,494162
A910249,415712
A928455,433918
A932179,437642
A932193,437656
A944706,450169
A955074,460537
A970134,475597
A991972,497435
